iter	Passed	Remaining
649	2767	10006
650	2771	10001
651	2775	9996
652	2779	9991
653	2783	9986
654	2788	9982
655	2792	9977
656	2796	9972
657	2800	9967
658	2804	9962
659	2808	9957
660	2812	9952
661	2816	9947
662	2820	9943
663	2824	9938
664	2829	9933
665	2833	9928
666	2837	9923
667	2841	9918
668	2845	9913
669	2849	9909
670	2853	9905
671	2857	9900
672	2861	9895
673	2866	9890
674	2870	9886
675	2874	9881
676	2878	9876
677	2882	9871
678	2886	9867
679	2890	9862
680	2894	9857
681	2898	9852
682	2902	9847
683	2906	9842
684	2911	9838
685	2915	9833
686	2919	9828
687	2923	9823
688	2927	9819
689	2931	9814
690	2935	9809
691	2939	9804
692	2943	9800
693	2947	9795
694	2951	9790
695	2956	9785
696	2959	9779
697	2963	9774
698	2967	9769
699	2972	9765
700	2976	9760
701	2980	9756
702	2984	9751
703	2988	9747
704	2992	9742
705	2996	9737
706	3000	9732
707	3005	9728
708	3009	9723
709	3013	9718
710	3017	9713
711	3021	9708
712	3025	9703
713	3029	9698
714	3033	9693
715	3037	9688
716	3041	9684
717	3045	9679
718	3049	9674
719	3053	9669
720	3057	9664
721	3061	9660
722	3065	9655
723	3069	9650
724	3074	9646
725	3078	9641
726	3082	9636
727	3086	9631
728	3090	9626
729	3094	9621
730	3098	9616
731	3102	9612
732	3106	9608
733	3110	9603
734	3114	9598
735	3118	9593
736	3122	9588
737	3126	9584
738	3130	9579
739	3134	9574
740	3138	9569
741	3143	9564
742	3147	9559
743	3151	9554
744	3155	9550
745	3159	9545
746	3163	9541
747	3167	9536
748	3171	9531
749	3175	9526
750	3179	9522
751	3183	9517
752	3187	9512
753	3192	9509
754	3196	9504
755	3200	9499
756	3204	9494
757	3208	9489
758	3212	9484
759	3216	9479
760	3220	9474
761	3224	9469
762	3228	9465
763	3232	9460
764	3236	9455
765	3240	9450
766	3244	9445
767	3248	9440
768	3252	9435
769	3256	9430
770	3260	9425
771	3264	9421
772	3268	9416
773	3272	9411
774	3276	9406
775	3280	9402
776	3284	9397
777	3288	9393
778	3292	9388
779	3297	9383
780	3301	9379
781	3305	9374
782	3309	9370
783	3313	9365
784	3317	9360
785	3321	9355
786	3325	9351
787	3329	9346
788	3333	9341
789	3337	9336
790	3341	9331
791	3345	9327
792	3349	9322
793	3353	9317
794	3357	9313
795	3361	9308
796	3365	9303
797	3370	9299
798	3374	9295
799	3378	9291
800	3382	9286
801	3386	9281
802	3390	9276
803	3394	9272
804	3398	9267
805	3402	9262
806	3407	9258
807	3411	9254
808	3415	9249
809	3419	9245
810	3423	9240
811	3427	9235
812	3431	9230
813	3435	9226
814	3440	9222
815	3444	9217
816	3448	9213
817	3452	9208
818	3456	9203
819	3460	9198
820	3464	9194
821	3468	9189
822	3472	9184
823	3476	9180
824	3480	9175
825	3484	9170
826	3488	9166
827	3492	9161
828	3496	9156
829	3500	9151
830	3504	9147
831	3508	9142
832	3512	9137
833	3516	9133
834	3520	9128
835	3524	9123
836	3528	9119
837	3532	9114
838	3536	9110
839	3540	9105
840	3544	9100
841	3548	9095
842	3553	9091
843	3557	9086
844	3561	9081
845	3565	9077
846	3569	9072
847	3573	9068
848	3577	9064
849	3581	9059
850	3585	9055
851	3589	9050
852	3594	9046
853	3598	9042
854	3602	9037
855	3606	9033
856	3610	9028
857	3614	9024
858	3618	9019
859	3622	9015
860	3627	9011
861	3631	9007
862	3635	9002
863	3639	8997
864	3643	8993
865	3647	8988
866	3652	8984
867	3656	8980
868	3660	8975
869	3664	8971
870	3668	8966
871	3672	8962
872	3676	8958
873	3681	8954
874	3685	8950
875	3690	8947
876	3695	8944
877	3699	8941
878	3703	8936
879	3707	8932
880	3711	8927
881	3715	8923
882	3720	8918
883	3724	8914
884	3728	8909
885	3732	8905
886	3736	8901
887	3740	8896
888	3744	8892
889	3748	8887
890	3752	8882
891	3756	8878
892	3760	8873
893	3764	8869
894	3768	8864
895	3773	8859
896	3777	8855
897	3781	8850
898	3785	8846
899	3789	8841
900	3793	8836
901	3797	8832
902	3801	8827
903	3805	8823
904	3809	8818
905	3813	8814
906	3817	8809
907	3821	8805
908	3825	8800
909	3829	8796
910	3833	8791
911	3838	8787
912	3842	8782
913	3846	8778
914	3850	8773
915	3854	8769
916	3858	8764
917	3862	8760
918	3866	8755
919	3870	8751
920	3874	8746
921	3878	8742
922	3882	8737
923	3887	8733
924	3891	8729
925	3895	8724
926	3899	8720
927	3903	8715
928	3907	8711
929	3911	8706
930	3915	8702
931	3919	8697
932	3923	8693
933	3928	8688
934	3932	8684
935	3936	8679
936	3940	8675
937	3944	8670
938	3948	8666
939	3952	8661
940	3956	8657
941	3960	8652
942	3964	8648
943	3968	8643
944	3972	8639
945	3976	8634
946	3980	8630
947	3984	8625
948	3989	8621
949	3993	8616
950	3997	8612
951	4001	8607
952	4005	8603
953	4009	8598
954	4013	8593
955	4017	8589
956	4021	8584
957	4025	8580
958	4029	8575
959	4033	8571
960	4037	8566
961	4041	8562
962	4045	8557
963	4049	8553
964	4053	8548
965	4057	8544
966	4061	8539
967	4066	8535
968	4070	8530
969	4074	8526
970	4078	8521
971	4082	8517
972	4086	8512
973	4090	8508
974	4094	8504
975	4098	8499
976	4102	8495
977	4106	8490
978	4110	8486
979	4114	8481
980	4118	8477
981	4122	8472
982	4127	8468
983	4131	8463
984	4135	8459
985	4139	8454
986	4143	8450
987	4147	8445
988	4151	8441
989	4155	8436
990	4159	8432
991	4163	8427
992	4167	8423
993	4171	8418
994	4175	8414
995	4179	8409
996	4183	8405
997	4187	8400
998	4191	8396
999	4195	8391
1000	4200	8387
1001	4204	8382
1002	4208	8378
1003	4212	8374
1004	4216	8369
1005	4220	8365
1006	4224	8360
1007	4228	8356
1008	4232	8351
1009	4236	8346
1010	4240	8342
1011	4244	8337
1012	4248	8333
1013	4252	8328
1014	4256	8324
1015	4260	8319
1016	4264	8315
1017	4268	8310
1018	4272	8306
1019	4276	8302
1020	4280	8297
1021	4284	8293
1022	4289	8288
1023	4293	8284
1024	4297	8280
1025	4301	8276
1026	4305	8271
1027	4309	8267
1028	4313	8262
1029	4317	8258
1030	4321	8253
1031	4325	8249
1032	4329	8244
1033	4333	8240
1034	4337	8235
1035	4341	8231
1036	4346	8226
1037	4350	8222
1038	4354	8217
1039	4358	8213
1040	4362	8208
1041	4366	8204
1042	4370	8200
1043	4374	8195
1044	4378	8191
1045	4382	8186
1046	4386	8182
1047	4390	8178
1048	4394	8173
1049	4398	8169
1050	4402	8164
1051	4406	8160
1052	4410	8155
1053	4414	8151
1054	4418	8146
1055	4422	8142
1056	4426	8137
1057	4430	8133
1058	4435	8129
1059	4439	8124
1060	4443	8120
1061	4447	8115
1062	4451	8111
1063	4455	8106
1064	4459	8102
1065	4463	8097
1066	4467	8093
1067	4471	8089
1068	4475	8084
1069	4479	8080
1070	4483	8075
1071	4487	8071
1072	4491	8066
1073	4495	8062
1074	4499	8058
1075	4504	8053
1076	4508	8049
1077	4512	8044
1078	4516	8040
1079	4520	8036
1080	4524	8031
1081	4528	8027
1082	4532	8022
1083	4536	8018
1084	4541	8014
1085	4545	8010
1086	4549	8006
1087	4553	8001
1088	4557	7997
1089	4561	7992
1090	4565	7988
1091	4569	7983
1092	4573	7979
1093	4577	7975
1094	4581	7970
1095	4585	7966
1096	4589	7961
1097	4593	7957
1098	4597	7952
1099	4601	7948
1100	4605	7944
1101	4609	7939
1102	4613	7935
1103	4617	7930
1104	4622	7926
1105	4626	7922
1106	4630	7918
1107	4634	7913
1108	4638	7909
1109	4642	7904
1110	4646	7900
1111	4650	7895
1112	4654	7891
1113	4658	7887
1114	4662	7882
1115	4666	7878
1116	4670	7873
1117	4674	7869
1118	4679	7865
1119	4683	7860
1120	4687	7856
1121	4691	7851
1122	4695	7847
1123	4699	7843
1124	4703	7838
1125	4707	7834
1126	4711	7830
1127	4715	7825
1128	4719	7821
1129	4723	7816
1130	4727	7812
1131	4731	7808
1132	4735	7803
1133	4739	7799
1134	4744	7795
1135	4748	7790
1136	4752	7786
1137	4756	7782
1138	4760	7778
1139	4764	7773
1140	4768	7769
1141	4773	7765
1142	4777	7761
1143	4781	7756
1144	4784	7752
1145	4788	7747
1146	4793	7743
1147	4797	7739
1148	4801	7735
1149	4805	7730
1150	4809	7726
1151	4813	7722
1152	4817	7717
1153	4822	7713
1154	4826	7709
1155	4830	7704
1156	4834	7700
1157	4838	7696
1158	4842	7692
1159	4847	7688
1160	4851	7684
1161	4855	7680
1162	4859	7676
1163	4863	7671
1164	4867	7667
1165	4871	7662
1166	4875	7658
1167	4880	7654
1168	4884	7650
1169	4888	7646
1170	4892	7641
1171	4896	7637
1172	4901	7634
1173	4906	7631
1174	4910	7627
1175	4915	7624
1176	4920	7621
1177	4925	7617
1178	4930	7614
1179	4934	7611
1180	4939	7607
1181	4944	7604
1182	4948	7601
1183	4953	7597
1184	4958	7594
1185	4963	7591
1186	4968	7588
1187	4972	7584
1188	4977	7581
1189	4982	7578
1190	4987	7575
1191	4991	7571
1192	4996	7567
1193	5001	7564
1194	5005	7561
1195	5010	7557
1196	5015	7554
1197	5020	7551
1198	5024	7547
1199	5029	7544
1200	5034	7540
1201	5038	7537
1202	5043	7533
1203	5048	7530
1204	5052	7526
1205	5057	7523
1206	5062	7519
1207	5066	7516
1208	5071	7512
1209	5076	7509
1210	5081	7506
1211	5085	7502
1212	5090	7499
1213	5095	7495
1214	5099	7492
1215	5104	7488
1216	5109	7485
1217	5113	7482
1218	5118	7478
1219	5123	7475
1220	5128	7471
1221	5132	7468
1222	5137	7464
1223	5142	7461
1224	5146	7457
1225	5151	7454
1226	5156	7450
1227	5160	7447
1228	5165	7443
1229	5170	7440
1230	5174	7436
1231	5179	7433
1232	5184	7429
1233	5189	7426
1234	5193	7422
1235	5198	7419
1236	5203	7415
1237	5207	7412
1238	5212	7408
1239	5217	7405
1240	5222	7401
1241	5226	7398
1242	5231	7394
1243	5236	7391
1244	5240	7387
1245	5245	7384
1246	5250	7380
1247	5254	7377
1248	5259	7373
1249	5264	7370
1250	5268	7366
1251	5273	7362
1252	5278	7359
1253	5283	7355
1254	5287	7352
1255	5292	7348
1256	5297	7345
1257	5301	7341
1258	5306	7338
1259	5311	7334
1260	5315	7331
1261	5320	7327
1262	5325	7323
1263	5330	7320
1264	5334	7316
1265	5339	7313
1266	5344	7309
1267	5348	7306
1268	5353	7302
1269	5358	7298
1270	5362	7295
1271	5367	7291
1272	5372	7288
1273	5376	7284
1274	5381	7281
1275	5386	7277
1276	5391	7273
1277	5395	7270
1278	5400	7266
1279	5404	7262
1280	5409	7259
1281	5414	7255
1282	5419	7252
1283	5423	7248
1284	5428	7245
1285	5433	7241
1286	5437	7237
1287	5442	7234
1288	5447	7230
1289	5451	7226
1290	5456	7223
1291	5461	7219
1292	5465	7216
1293	5470	7212
1294	5475	7208
1295	5480	7205
1296	5484	7201
1297	5489	7198
1298	5494	7194
1299	5498	7190
1300	5503	7187
1301	5508	7183
1302	5512	7179
1303	5517	7176
1304	5522	7172
1305	5526	7168
1306	5531	7165
1307	5536	7161
1308	5540	7157
1309	5545	7154
1310	5550	7150
1311	5554	7146
1312	5559	7143
1313	5564	7139
1314	5568	7135
1315	5573	7132
1316	5578	7128
1317	5582	7124
1318	5587	7121
1319	5592	7117
1320	5596	7113
1321	5601	7110
1322	5606	7106
1323	5611	7102
1324	5615	7099
1325	5620	7095
1326	5625	7091
1327	5629	7088
1328	5634	7084
1329	5639	7080
1330	5643	7077
1331	5648	7073
1332	5653	7069
1333	5657	7066
1334	5662	7062
1335	5667	7058
1336	5671	7054
1337	5676	7051
1338	5681	7047
1339	5686	7043
1340	5690	7040
1341	5695	7036
1342	5700	7032
1343	5704	7029
1344	5709	7025
1345	5714	7022
1346	5719	7018
1347	5723	7014
1348	5728	7011
1349	5733	7007
1350	5738	7003
1351	5742	7000
1352	5747	6996
1353	5752	6992
1354	5756	6988
1355	5761	6985
1356	5766	6981
1357	5771	6977
1358	5775	6974
1359	5780	6970
1360	5785	6966
1361	5789	6963
1362	5794	6958
1363	5798	6954
1364	5802	6949
1365	5805	6944
1366	5809	6940
1367	5814	6936
1368	5818	6931
1369	5822	6927
1370	5826	6922
1371	5830	6918
1372	5834	6913
1373	5838	6909
1374	5842	6904
1375	5846	6899
1376	5850	6895
1377	5854	6891
1378	5858	6886
1379	5862	6882
1380	5866	6877
1381	5870	6873
1382	5874	6868
1383	5878	6864
1384	5882	6859
1385	5887	6855
1386	5891	6851
1387	5895	6846
1388	5899	6842
1389	5903	6837
1390	5907	6833
1391	5911	6828
1392	5915	6824
1393	5919	6819
1394	5923	6815
1395	5927	6810
1396	5931	6806
1397	5935	6802
1398	5940	6797
1399	5944	6793
1400	5948	6788
1401	5952	6784
1402	5956	6780
1403	5960	6775
1404	5964	6771
1405	5968	6766
1406	5972	6762
1407	5976	6757
1408	5980	6753
1409	5985	6749
1410	5989	6744
1411	5993	6740
1412	5997	6735
1413	6001	6731
1414	6005	6727
1415	6009	6722
1416	6013	6718
1417	6017	6713
1418	6021	6709
1419	6025	6704
1420	6029	6700
1421	6033	6695
1422	6038	6691
1423	6042	6686
1424	6046	6682
1425	6050	6678
1426	6054	6673
1427	6058	6669
1428	6062	6664
1429	6066	6660
1430	6070	6655
1431	6074	6651
1432	6078	6647
1433	6082	6642
1434	6086	6638
1435	6090	6633
1436	6094	6629
1437	6098	6624
1438	6102	6620
1439	6106	6615
1440	6111	6611
1441	6115	6607
1442	6119	6602
1443	6123	6598
1444	6127	6593
1445	6131	6589
1446	6135	6585
1447	6139	6580
1448	6144	6576
1449	6148	6572
1450	6152	6567
1451	6156	6563
1452	6160	6558
1453	6164	6554
1454	6168	6550
1455	6172	6545
1456	6176	6541
1457	6180	6536
1458	6184	6532
1459	6188	6527
1460	6192	6523
1461	6196	6519
1462	6200	6514
1463	6204	6510
1464	6209	6505
1465	6213	6501
1466	6217	6496
1467	6221	6492
1468	6225	6487
1469	6229	6483
1470	6233	6479
1471	6237	6474
1472	6241	6470
1473	6245	6465
1474	6249	6461
1475	6253	6457
1476	6257	6452
1477	6261	6448
1478	6265	6443
1479	6269	6439
1480	6274	6434
1481	6278	6430
1482	6282	6426
1483	6286	6421
1484	6290	6417
1485	6294	6413
1486	6298	6408
1487	6302	6404
1488	6306	6399
1489	6310	6395
1490	6314	6390
1491	6318	6386
1492	6322	6382
1493	6327	6377
1494	6331	6373
1495	6335	6369
1496	6339	6364
1497	6343	6360
1498	6347	6355
1499	6351	6351
1500	6355	6347
1501	6359	6343
1502	6363	6338
1503	6367	6334
1504	6372	6329
1505	6376	6325
1506	6380	6320
1507	6384	6316
1508	6388	6311
1509	6392	6307
1510	6396	6302
1511	6400	6298
1512	6404	6293
1513	6408	6289
1514	6412	6285
1515	6416	6280
1516	6420	6276
1517	6424	6271
1518	6428	6267
1519	6432	6263
1520	6436	6258
1521	6440	6254
1522	6444	6250
1523	6448	6245
1524	6452	6241
1525	6456	6236
1526	6460	6232
1527	6464	6227
1528	6468	6223
1529	6473	6219
1530	6477	6214
1531	6481	6210
1532	6485	6205
1533	6489	6201
1534	6493	6197
1535	6497	6192
1536	6501	6188
1537	6505	6183
1538	6509	6179
1539	6513	6175
1540	6517	6170
1541	6521	6166
1542	6525	6162
1543	6529	6157
1544	6533	6153
1545	6537	6148
1546	6541	6144
1547	6545	6139
1548	6549	6135
1549	6553	6131
1550	6558	6126
1551	6562	6122
1552	6566	6118
1553	6570	6113
1554	6574	6109
1555	6578	6104
1556	6582	6100
1557	6586	6096
1558	6590	6092
1559	6595	6087
1560	6599	6083
1561	6603	6078
1562	6607	6074
1563	6611	6070
1564	6615	6065
1565	6619	6061
1566	6623	6056
1567	6627	6052
1568	6631	6047
1569	6635	6043
1570	6639	6039
1571	6643	6034
1572	6647	6030
1573	6651	6025
1574	6655	6021
1575	6659	6017
1576	6663	6012
1577	6667	6008
1578	6671	6003
1579	6675	5999
1580	6679	5995
1581	6683	5990
1582	6687	5986
1583	6691	5981
1584	6695	5977
1585	6699	5973
1586	6703	5968
1587	6707	5964
1588	6712	5960
1589	6716	5956
1590	6720	5951
1591	6724	5947
1592	6728	5943
1593	6732	5938
1594	6736	5934
1595	6741	5930
1596	6745	5925
1597	6749	5921
1598	6753	5917
1599	6757	5912
1600	6761	5908
1601	6765	5904
1602	6770	5900
1603	6774	5895
1604	6778	5891
1605	6782	5887
1606	6786	5882
1607	6790	5878
1608	6794	5873
1609	6798	5869
1610	6802	5865
1611	6806	5860
1612	6810	5856
1613	6814	5851
1614	6818	5847
1615	6822	5843
1616	6827	5839
1617	6831	5834
1618	6835	5830
1619	6839	5826
1620	6843	5821
1621	6847	5817
1622	6851	5813
1623	6856	5809
1624	6859	5804
1625	6863	5800
1626	6867	5795
1627	6872	5791
1628	6876	5787
1629	6880	5782
1630	6884	5778
1631	6888	5774
1632	6892	5769
1633	6896	5765
1634	6900	5761
1635	6905	5756
1636	6909	5752
1637	6913	5748
1638	6917	5744
1639	6921	5739
1640	6925	5735
1641	6929	5730
1642	6933	5726
1643	6937	5722
1644	6941	5718
1645	6945	5713
1646	6950	5709
1647	6954	5705
1648	6958	5701
1649	6962	5696
1650	6966	5692
1651	6970	5688
1652	6975	5683
1653	6979	5679
1654	6983	5675
1655	6987	5671
1656	6991	5666
1657	6995	5662
1658	6999	5658
1659	7003	5653
1660	7007	5649
1661	7012	5645
1662	7016	5640
1663	7020	5636
1664	7024	5632
1665	7028	5627
1666	7032	5623
1667	7036	5618
1668	7040	5614
1669	7044	5609
1670	7048	5605
1671	7052	5601
1672	7056	5596
1673	7060	5592
1674	7064	5588
1675	7068	5583
1676	7072	5579
1677	7076	5575
1678	7080	5570
1679	7084	5566
1680	7088	5562
1681	7092	5557
1682	7096	5553
1683	7100	5548
1684	7104	5544
1685	7108	5540
1686	7112	5536
1687	7117	5531
1688	7121	5527
