iter	Passed	Remaining
1689	7124	5522
1690	7128	5518
1691	7132	5514
1692	7136	5509
1693	7140	5505
1694	7145	5501
1695	7149	5496
1696	7153	5492
1697	7157	5488
1698	7161	5483
1699	7165	5479
1700	7169	5475
1701	7173	5470
1702	7177	5466
1703	7181	5462
1704	7185	5457
1705	7189	5453
1706	7194	5449
1707	7198	5444
1708	7202	5440
1709	7206	5436
1710	7210	5431
1711	7214	5427
1712	7218	5423
1713	7222	5418
1714	7226	5414
1715	7230	5409
1716	7234	5405
1717	7238	5401
1718	7242	5396
1719	7246	5392
1720	7250	5388
1721	7254	5383
1722	7258	5379
1723	7262	5375
1724	7266	5371
1725	7270	5366
1726	7274	5362
1727	7278	5358
1728	7283	5353
1729	7287	5349
1730	7291	5345
1731	7295	5340
1732	7299	5336
1733	7303	5332
1734	7306	5327
1735	7311	5323
1736	7315	5318
1737	7319	5314
1738	7323	5310
1739	7327	5305
1740	7331	5301
1741	7335	5297
1742	7339	5292
1743	7343	5288
1744	7347	5284
1745	7351	5279
1746	7355	5275
1747	7359	5271
1748	7363	5266
1749	7367	5262
1750	7371	5258
1751	7375	5253
1752	7379	5249
1753	7383	5245
1754	7387	5240
1755	7391	5236
1756	7395	5232
1757	7399	5227
1758	7403	5223
1759	7408	5219
1760	7412	5214
1761	7416	5210
1762	7420	5206
1763	7424	5201
1764	7428	5197
1765	7431	5193
1766	7435	5188
1767	7439	5184
1768	7443	5180
1769	7448	5175
1770	7451	5171
1771	7455	5166
1772	7459	5162
1773	7463	5158
1774	7467	5153
1775	7471	5149
1776	7475	5145
1777	7479	5140
1778	7483	5136
1779	7487	5132
1780	7491	5127
1781	7495	5122
1782	7498	5118
1783	7502	5114
1784	7506	5109
1785	7510	5105
1786	7514	5100
1787	7518	5096
1788	7522	5092
1789	7526	5088
1790	7531	5083
1791	7535	5079
1792	7539	5075
1793	7542	5070
1794	7547	5066
1795	7550	5061
1796	7554	5057
1797	7558	5053
1798	7563	5049
1799	7567	5044
1800	7571	5040
1801	7575	5036
1802	7579	5031
1803	7583	5027
1804	7587	5023
1805	7591	5019
1806	7595	5014
1807	7599	5010
1808	7603	5006
1809	7607	5001
1810	7611	4997
1811	7615	4993
1812	7619	4988
1813	7624	4984
1814	7628	4980
1815	7632	4976
1816	7636	4971
1817	7640	4967
1818	7644	4963
1819	7648	4959
1820	7652	4954
1821	7657	4950
1822	7661	4946
1823	7665	4942
1824	7669	4937
1825	7673	4933
1826	7677	4929
1827	7682	4925
1828	7686	4921
1829	7690	4916
1830	7694	4912
1831	7698	4908
1832	7702	4904
1833	7706	4899
1834	7711	4895
1835	7715	4891
1836	7719	4887
1837	7723	4882
1838	7726	4878
1839	7730	4873
1840	7735	4869
1841	7739	4865
1842	7743	4861
1843	7747	4856
1844	7751	4852
1845	7755	4848
1846	7759	4844
1847	7763	4839
1848	7767	4835
1849	7771	4831
1850	7775	4826
1851	7779	4822
1852	7783	4818
1853	7787	4813
1854	7791	4809
1855	7795	4805
1856	7799	4800
1857	7803	4796
1858	7807	4792
1859	7811	4787
1860	7815	4783
1861	7819	4779
1862	7823	4774
1863	7827	4770
1864	7831	4766
1865	7835	4761
1866	7839	4757
1867	7844	4753
1868	7848	4749
1869	7852	4744
1870	7856	4740
1871	7860	4736
1872	7864	4732
1873	7868	4727
1874	7872	4723
1875	7876	4719
1876	7880	4714
1877	7884	4710
1878	7888	4706
1879	7892	4701
1880	7896	4697
1881	7900	4693
1882	7904	4688
1883	7908	4684
1884	7912	4680
1885	7916	4676
1886	7920	4671
1887	7925	4667
1888	7930	4664
1889	7935	4660
1890	7941	4657
1891	7946	4653
1892	7950	4649
1893	7954	4644
1894	7958	4640
1895	7961	4635
1896	7965	4631
1897	7969	4627
1898	7973	4622
1899	7976	4618
1900	7980	4613
1901	7984	4609
1902	7988	4605
1903	7992	4600
1904	7996	4596
1905	8000	4592
1906	8004	4588
1907	8009	4583
1908	8013	4579
1909	8017	4575
1910	8021	4571
1911	8025	4566
1912	8029	4562
1913	8033	4558
1914	8037	4554
1915	8041	4549
1916	8045	4545
1917	8049	4541
1918	8053	4536
1919	8057	4532
1920	8061	4528
1921	8065	4523
1922	8068	4519
1923	8072	4514
1924	8076	4510
1925	8080	4506
1926	8084	4501
1927	8088	4497
1928	8092	4493
1929	8096	4488
1930	8100	4484
1931	8104	4480
1932	8108	4476
1933	8112	4471
1934	8116	4467
1935	8121	4463
1936	8125	4458
1937	8129	4454
1938	8132	4450
1939	8136	4445
1940	8140	4441
1941	8144	4437
1942	8148	4433
1943	8152	4428
1944	8157	4424
1945	8161	4420
1946	8165	4415
1947	8169	4411
1948	8173	4407
1949	8177	4403
1950	8181	4398
1951	8185	4394
1952	8189	4390
1953	8193	4386
1954	8197	4381
1955	8201	4377
1956	8205	4373
1957	8210	4369
1958	8214	4364
1959	8218	4360
1960	8222	4356
1961	8226	4352
1962	8230	4347
1963	8234	4343
1964	8238	4339
1965	8242	4335
1966	8246	4330
1967	8251	4326
1968	8255	4322
1969	8259	4318
1970	8262	4313
1971	8267	4309
1972	8271	4305
1973	8275	4301
1974	8279	4296
1975	8282	4292
1976	8286	4287
1977	8290	4283
1978	8294	4279
1979	8298	4275
1980	8302	4270
1981	8306	4266
1982	8310	4262
1983	8314	4257
1984	8318	4253
1985	8322	4249
1986	8326	4245
1987	8330	4240
1988	8334	4236
1989	8338	4232
1990	8343	4228
1991	8347	4223
1992	8351	4219
1993	8355	4215
1994	8359	4211
1995	8362	4206
1996	8367	4202
1997	8371	4198
1998	8375	4193
1999	8379	4189
2000	8383	4185
2001	8387	4181
2002	8391	4176
2003	8395	4172
2004	8399	4168
2005	8403	4164
2006	8407	4159
2007	8411	4155
2008	8415	4151
2009	8419	4146
2010	8423	4142
2011	8427	4138
2012	8431	4134
2013	8435	4129
2014	8439	4125
2015	8443	4121
2016	8447	4117
2017	8451	4112
2018	8455	4108
2019	8460	4104
2020	8464	4100
2021	8468	4095
2022	8471	4091
2023	8476	4087
2024	8480	4083
2025	8484	4078
2026	8488	4074
2027	8492	4070
2028	8496	4066
2029	8500	4061
2030	8504	4057
2031	8508	4053
2032	8512	4049
2033	8516	4044
2034	8520	4040
2035	8525	4036
2036	8529	4032
2037	8533	4028
2038	8537	4023
2039	8541	4019
2040	8545	4015
2041	8549	4011
2042	8553	4006
2043	8557	4002
2044	8561	3998
2045	8565	3993
2046	8569	3989
2047	8573	3985
2048	8578	3981
2049	8582	3977
2050	8586	3973
2051	8590	3968
2052	8594	3964
2053	8598	3960
2054	8602	3956
2055	8606	3951
2056	8610	3947
2057	8615	3943
2058	8619	3939
2059	8623	3934
2060	8627	3930
2061	8631	3926
2062	8635	3922
2063	8639	3917
2064	8643	3913
2065	8646	3909
2066	8650	3904
2067	8654	3900
2068	8658	3896
2069	8662	3891
2070	8666	3887
2071	8670	3883
2072	8674	3879
2073	8678	3874
2074	8682	3870
2075	8686	3866
2076	8691	3862
2077	8695	3858
2078	8700	3854
2079	8705	3850
2080	8709	3846
2081	8714	3842
2082	8719	3838
2083	8723	3834
2084	8728	3830
2085	8733	3826
2086	8737	3822
2087	8742	3818
2088	8746	3814
2089	8751	3810
2090	8756	3806
2091	8760	3802
2092	8765	3798
2093	8770	3794
2094	8774	3790
2095	8779	3786
2096	8784	3782
2097	8788	3778
2098	8793	3774
2099	8798	3770
2100	8802	3766
2101	8807	3762
2102	8811	3758
2103	8816	3754
2104	8821	3750
2105	8825	3746
2106	8830	3742
2107	8835	3738
2108	8839	3734
2109	8844	3730
2110	8849	3726
2111	8853	3722
2112	8858	3718
2113	8862	3714
2114	8867	3710
2115	8872	3706
2116	8876	3702
2117	8880	3698
2118	8885	3694
2119	8890	3690
2120	8894	3686
2121	8899	3682
2122	8904	3678
2123	8908	3674
2124	8913	3670
2125	8918	3666
2126	8922	3662
2127	8927	3658
2128	8931	3654
2129	8936	3650
2130	8940	3646
2131	8945	3642
2132	8950	3638
2133	8955	3634
2134	8959	3630
2135	8964	3626
2136	8969	3622
2137	8973	3617
2138	8978	3613
2139	8982	3609
2140	8987	3605
2141	8992	3601
2142	8996	3597
2143	9001	3593
2144	9006	3589
2145	9010	3585
2146	9015	3581
2147	9020	3577
2148	9024	3573
2149	9029	3569
2150	9034	3565
2151	9038	3561
2152	9043	3557
2153	9048	3553
2154	9052	3549
2155	9057	3545
2156	9062	3541
2157	9066	3537
2158	9071	3533
2159	9076	3529
2160	9080	3525
2161	9085	3521
2162	9090	3517
2163	9094	3513
2164	9099	3509
2165	9103	3505
2166	9108	3501
2167	9113	3497
2168	9118	3493
2169	9122	3489
2170	9127	3485
2171	9132	3481
2172	9136	3477
2173	9141	3473
2174	9145	3469
2175	9150	3465
2176	9155	3461
2177	9160	3457
2178	9164	3453
2179	9169	3449
2180	9174	3445
2181	9178	3441
2182	9183	3436
2183	9187	3432
2184	9192	3428
2185	9197	3424
2186	9201	3420
2187	9206	3416
2188	9211	3412
2189	9215	3408
2190	9220	3404
2191	9225	3400
2192	9230	3396
2193	9234	3392
2194	9239	3388
2195	9243	3384
2196	9248	3380
2197	9252	3376
2198	9257	3372
2199	9262	3368
2200	9266	3364
2201	9271	3360
2202	9276	3355
2203	9280	3351
2204	9285	3347
2205	9289	3343
2206	9294	3339
2207	9299	3335
2208	9303	3331
2209	9308	3327
2210	9313	3323
2211	9317	3319
2212	9322	3315
2213	9326	3311
2214	9331	3307
2215	9336	3303
2216	9340	3298
2217	9345	3294
2218	9350	3290
2219	9354	3286
2220	9359	3282
2221	9364	3278
2222	9368	3274
2223	9373	3270
2224	9378	3266
2225	9382	3262
2226	9387	3258
2227	9392	3254
2228	9396	3250
2229	9401	3246
2230	9406	3242
2231	9410	3238
2232	9415	3233
2233	9419	3229
2234	9424	3225
2235	9429	3221
2236	9433	3217
2237	9438	3213
2238	9443	3209
2239	9447	3205
2240	9452	3201
2241	9457	3197
2242	9461	3193
2243	9466	3189
2244	9471	3185
2245	9475	3181
2246	9480	3177
2247	9485	3173
2248	9489	3168
2249	9494	3164
2250	9499	3160
2251	9503	3156
2252	9508	3152
2253	9513	3148
2254	9518	3144
2255	9522	3140
2256	9527	3136
2257	9532	3132
2258	9536	3128
2259	9541	3124
2260	9546	3120
2261	9550	3116
2262	9555	3111
2263	9560	3107
2264	9564	3103
2265	9569	3099
2266	9574	3095
2267	9578	3091
2268	9583	3087
2269	9587	3083
2270	9592	3079
2271	9597	3075
2272	9602	3071
2273	9606	3067
2274	9611	3062
2275	9615	3058
2276	9620	3054
2277	9624	3050
2278	9629	3046
2279	9634	3042
2280	9638	3038
2281	9643	3034
2282	9647	3030
2283	9652	3025
2284	9657	3021
2285	9661	3017
2286	9666	3013
2287	9671	3009
2288	9675	3005
2289	9680	3001
2290	9685	2997
2291	9689	2993
2292	9694	2989
2293	9698	2984
2294	9703	2980
2295	9708	2976
2296	9712	2972
2297	9717	2968
2298	9721	2964
2299	9726	2960
2300	9730	2956
2301	9735	2951
2302	9740	2947
2303	9744	2943
2304	9749	2939
2305	9754	2935
2306	9758	2931
2307	9763	2927
2308	9768	2923
2309	9772	2919
2310	9777	2915
2311	9782	2910
2312	9786	2906
2313	9791	2902
2314	9796	2898
2315	9800	2894
2316	9805	2890
2317	9810	2886
2318	9814	2882
2319	9819	2878
2320	9824	2874
2321	9828	2869
2322	9833	2865
2323	9838	2861
2324	9842	2857
2325	9847	2853
2326	9852	2849
2327	9856	2845
2328	9861	2841
2329	9866	2837
2330	9870	2832
2331	9875	2828
2332	9880	2824
2333	9884	2820
2334	9889	2816
2335	9894	2812
2336	9898	2808
2337	9903	2804
2338	9908	2800
2339	9912	2795
2340	9917	2791
2341	9922	2787
2342	9926	2783
2343	9931	2779
2344	9936	2775
2345	9941	2771
2346	9945	2767
2347	9950	2763
2348	9955	2758
2349	9959	2754
2350	9964	2750
2351	9969	2746
2352	9973	2742
2353	9978	2738
2354	9983	2734
2355	9987	2730
2356	9992	2726
2357	9997	2721
2358	10001	2717
2359	10006	2713
2360	10011	2709
2361	10015	2705
2362	10020	2701
2363	10025	2697
2364	10029	2693
2365	10034	2688
2366	10039	2684
2367	10043	2680
2368	10048	2676
2369	10053	2672
2370	10058	2668
2371	10062	2664
2372	10067	2660
2373	10072	2655
2374	10076	2651
2375	10081	2647
2376	10086	2643
2377	10090	2639
2378	10095	2635
2379	10100	2631
2380	10104	2626
2381	10109	2622
2382	10114	2618
2383	10118	2614
2384	10123	2610
2385	10128	2606
2386	10132	2602
2387	10137	2598
2388	10142	2593
2389	10146	2589
2390	10151	2585
2391	10156	2581
2392	10160	2577
2393	10165	2573
2394	10170	2569
2395	10174	2564
2396	10179	2560
2397	10184	2556
2398	10188	2552
2399	10193	2548
2400	10197	2544
2401	10202	2540
2402	10206	2535
2403	10211	2531
2404	10216	2527
2405	10221	2523
2406	10225	2519
2407	10230	2515
2408	10234	2510
2409	10239	2506
2410	10244	2502
2411	10248	2498
2412	10253	2494
2413	10258	2490
2414	10262	2486
2415	10267	2481
2416	10272	2477
2417	10276	2473
2418	10281	2469
2419	10285	2465
2420	10289	2460
2421	10293	2456
2422	10297	2452
2423	10301	2447
2424	10305	2443
2425	10309	2439
2426	10313	2434
2427	10317	2430
2428	10321	2426
2429	10325	2422
2430	10329	2417
2431	10333	2413
2432	10337	2409
2433	10341	2404
2434	10345	2400
2435	10349	2396
2436	10353	2391
2437	10357	2387
2438	10361	2383
2439	10365	2379
2440	10369	2374
2441	10373	2370
2442	10377	2366
2443	10381	2361
2444	10385	2357
2445	10389	2353
2446	10393	2348
2447	10397	2344
2448	10401	2340
2449	10405	2335
2450	10409	2331
2451	10413	2327
2452	10417	2323
2453	10421	2318
2454	10425	2314
2455	10429	2310
2456	10433	2305
2457	10437	2301
2458	10441	2297
2459	10445	2292
2460	10449	2288
2461	10453	2284
2462	10457	2280
2463	10461	2275
2464	10465	2271
2465	10469	2267
2466	10473	2262
2467	10477	2258
2468	10481	2254
2469	10485	2249
2470	10489	2245
2471	10493	2241
2472	10497	2236
2473	10501	2232
2474	10505	2228
2475	10509	2224
2476	10512	2219
2477	10516	2215
2478	10520	2211
2479	10524	2206
2480	10528	2202
2481	10532	2198
2482	10536	2193
2483	10540	2189
2484	10544	2185
2485	10548	2181
2486	10552	2176
2487	10556	2172
2488	10560	2168
2489	10564	2163
2490	10568	2159
2491	10572	2155
2492	10576	2150
2493	10580	2146
2494	10584	2142
2495	10588	2138
2496	10592	2133
2497	10596	2129
2498	10600	2125
2499	10604	2120
2500	10608	2116
2501	10612	2112
2502	10616	2107
2503	10620	2103
2504	10624	2099
2505	10628	2095
2506	10632	2090
2507	10636	2086
2508	10640	2082
2509	10644	2077
2510	10648	2073
2511	10651	2069
2512	10655	2065
2513	10659	2060
2514	10663	2056
2515	10668	2052
2516	10673	2048
2517	10677	2043
2518	10682	2039
2519	10686	2035
2520	10690	2031
2521	10694	2026
2522	10698	2022
2523	10702	2018
2524	10706	2014
2525	10710	2009
2526	10714	2005
2527	10718	2001
2528	10722	1996
2529	10726	1992
2530	10730	1988
2531	10734	1984
2532	10738	1979
2533	10742	1975
2534	10745	1971
2535	10749	1966
2536	10753	1962
2537	10758	1958
2538	10762	1954
2539	10766	1949
2540	10770	1945
2541	10774	1941
2542	10778	1936
2543	10782	1932
2544	10786	1928
2545	10790	1924
2546	10794	1919
2547	10797	1915
2548	10801	1911
2549	10805	1906
2550	10809	1902
2551	10813	1898
2552	10817	1894
2553	10821	1889
2554	10825	1885
2555	10829	1881
2556	10833	1876
2557	10837	1872
2558	10841	1868
2559	10845	1864
2560	10849	1859
2561	10853	1855
2562	10857	1851
2563	10861	1846
2564	10865	1842
2565	10869	1838
2566	10873	1834
2567	10877	1829
2568	10881	1825
2569	10885	1821
2570	10889	1816
2571	10893	1812
2572	10897	1808
2573	10901	1804
2574	10905	1799
2575	10909	1795
2576	10913	1791
2577	10916	1787
2578	10920	1782
2579	10924	1778
2580	10928	1774
2581	10932	1769
2582	10937	1765
2583	10941	1761
2584	10945	1757
2585	10949	1752
2586	10953	1748
2587	10957	1744
2588	10961	1740
2589	10965	1735
2590	10969	1731
2591	10973	1727
2592	10977	1723
2593	10981	1718
2594	10985	1714
2595	10989	1710
2596	10993	1705
2597	10997	1701
2598	11001	1697
2599	11005	1693
2600	11009	1688
2601	11013	1684
2602	11017	1680
2603	11021	1676
2604	11025	1671
2605	11029	1667
2606	11033	1663
2607	11037	1659
2608	11041	1654
2609	11045	1650
2610	11049	1646
2611	11053	1641
2612	11057	1637
2613	11061	1633
2614	11065	1629
2615	11069	1624
2616	11073	1620
2617	11077	1616
2618	11081	1612
2619	11085	1607
2620	11089	1603
2621	11093	1599
2622	11097	1595
2623	11101	1590
2624	11105	1586
2625	11109	1582
2626	11113	1578
2627	11117	1573
2628	11121	1569
2629	11125	1565
2630	11129	1560
2631	11134	1556
2632	11138	1552
2633	11142	1548
2634	11146	1543
2635	11150	1539
2636	11154	1535
2637	11158	1531
2638	11162	1526
2639	11166	1522
2640	11170	1518
2641	11174	1514
2642	11178	1509
2643	11182	1505
2644	11186	1501
2645	11190	1497
2646	11194	1492
2647	11198	1488
2648	11202	1484
2649	11206	1480
2650	11210	1475
2651	11214	1471
2652	11219	1467
2653	11223	1463
2654	11227	1458
2655	11231	1454
2656	11235	1450
2657	11239	1446
2658	11243	1441
2659	11247	1437
2660	11251	1433
2661	11255	1429
2662	11259	1424
2663	11263	1420
2664	11267	1416
2665	11271	1412
2666	11275	1407
2667	11279	1403
2668	11283	1399
2669	11287	1395
2670	11291	1390
2671	11295	1386
2672	11299	1382
2673	11303	1378
2674	11307	1373
2675	11312	1369
2676	11316	1365
2677	11320	1361
2678	11323	1356
2679	11327	1352
2680	11331	1348
2681	11335	1344
2682	11340	1339
2683	11344	1335
2684	11348	1331
2685	11352	1327
2686	11356	1322
2687	11360	1318
2688	11364	1314
2689	11368	1310
2690	11372	1305
2691	11376	1301
2692	11380	1297
2693	11384	1293
2694	11388	1288
2695	11392	1284
2696	11396	1280
2697	11400	1276
2698	11404	1271
2699	11408	1267
2700	11412	1263
2701	11416	1259
2702	11421	1254
2703	11425	1250
2704	11429	1246
2705	11433	1242
2706	11437	1237
2707	11441	1233
2708	11445	1229
2709	11449	1225
2710	11453	1220
2711	11457	1216
2712	11461	1212
2713	11465	1208
2714	11469	1203
2715	11473	1199
2716	11477	1195
2717	11481	1191
2718	11485	1186
2719	11489	1182
2720	11493	1178
2721	11497	1174
2722	11501	1169
2723	11505	1165
2724	11509	1161
2725	11513	1157
2726	11517	1152
2727	11521	1148
2728	11525	1144
2729	11529	1140
2730	11533	1136
2731	11537	1131
2732	11541	1127
2733	11545	1123
2734	11549	1119
2735	11553	1114
2736	11557	1110
2737	11561	1106
2738	11565	1102
2739	11569	1097
2740	11573	1093
2741	11577	1089
2742	11581	1085
2743	11585	1080
2744	11589	1076
2745	11593	1072
2746	11597	1068
2747	11601	1063
2748	11605	1059
2749	11609	1055
2750	11613	1051
2751	11617	1046
2752	11621	1042
2753	11625	1038
2754	11629	1034
2755	11633	1029
2756	11637	1025
2757	11641	1021
2758	11645	1017
2759	11649	1012
2760	11653	1008
2761	11657	1004
2762	11661	1000
2763	11666	996
2764	11671	991
2765	11675	987
2766	11680	983
2767	11684	979
2768	11688	975
2769	11693	970
2770	11698	966
2771	11703	962
2772	11707	958
2773	11711	954
2774	11715	949
2775	11719	945
2776	11724	941
2777	11728	937
2778	11731	932
2779	11735	928
2780	11739	924
2781	11743	920
2782	11748	916
2783	11752	911
2784	11756	907
2785	11760	903
2786	11764	899
2787	11767	894
2788	11772	890
2789	11776	886
2790	11780	882
2791	11784	877
2792	11788	873
2793	11792	869
2794	11796	865
2795	11800	860
2796	11804	856
2797	11808	852
2798	11812	848
2799	11816	844
2800	11820	839
2801	11824	835
2802	11828	831
2803	11832	827
2804	11836	822
2805	11840	818
2806	11844	814
2807	11848	810
2808	11852	805
2809	11856	801
2810	11860	797
2811	11864	793
2812	11868	788
2813	11872	784
2814	11876	780
2815	11880	776
2816	11884	772
2817	11888	767
2818	11892	763
2819	11896	759
2820	11900	755
2821	11904	750
2822	11908	746
2823	11912	742
2824	11916	738
2825	11920	733
2826	11924	729
2827	11928	725
2828	11933	721
2829	11937	717
2830	11941	712
2831	11945	708
2832	11949	704
2833	11953	700
2834	11957	695
2835	11961	691
2836	11965	687
2837	11969	683
2838	11973	679
2839	11977	674
2840	11981	670
2841	11985	666
2842	11989	662
2843	11993	657
2844	11997	653
2845	12001	649
2846	12006	645
2847	12010	640
2848	12014	636
2849	12018	632
2850	12022	628
2851	12026	624
2852	12030	619
2853	12034	615
2854	12039	611
2855	12043	607
2856	12047	602
2857	12051	598
2858	12055	594
2859	12059	590
2860	12063	586
2861	12067	581
2862	12071	577
2863	12075	573
2864	12079	569
2865	12083	564
2866	12087	560
2867	12091	556
2868	12095	552
2869	12099	548
2870	12103	543
2871	12107	539
2872	12111	535
2873	12115	531
2874	12119	526
2875	12123	522
2876	12127	518
2877	12131	514
2878	12135	510
2879	12139	505
2880	12143	501
2881	12147	497
2882	12151	493
2883	12155	488
2884	12159	484
2885	12163	480
2886	12167	476
2887	12171	472
2888	12175	467
2889	12179	463
2890	12183	459
2891	12187	455
2892	12191	450
2893	12195	446
2894	12199	442
2895	12203	438
2896	12207	434
2897	12211	429
2898	12215	425
2899	12219	421
2900	12223	417
2901	12227	412
2902	12231	408
2903	12235	404
2904	12240	400
2905	12244	396
2906	12248	391
2907	12252	387
2908	12256	383
2909	12260	379
2910	12264	374
2911	12268	370
2912	12272	366
2913	12276	362
2914	12280	358
2915	12284	353
2916	12288	349
2917	12292	345
2918	12296	341
2919	12300	336
2920	12304	332
2921	12308	328
2922	12312	324
2923	12316	320
2924	12320	315
2925	12324	311
2926	12328	307
2927	12332	303
2928	12336	299
2929	12340	294
2930	12344	290
2931	12348	286
2932	12352	282
2933	12356	277
2934	12360	273
2935	12364	269
2936	12368	265
2937	12372	261
2938	12376	256
2939	12381	252
2940	12385	248
2941	12389	244
2942	12393	240
2943	12397	235
2944	12401	231
2945	12405	227
2946	12409	223
2947	12413	218
2948	12417	214
2949	12421	210
2950	12425	206
2951	12429	202
2952	12433	197
2953	12437	193
2954	12441	189
2955	12445	185
2956	12449	181
2957	12453	176
2958	12457	172
2959	12461	168
2960	12465	164
2961	12470	159
2962	12474	155
2963	12478	151
2964	12482	147
2965	12486	143
2966	12490	138
2967	12494	134
2968	12498	130
2969	12502	126
2970	12506	122
2971	12510	117
2972	12514	113
2973	12518	109
2974	12522	105
2975	12526	101
2976	12530	96
2977	12534	92
2978	12538	88
2979	12542	84
2980	12546	79
2981	12550	75
2982	12554	71
2983	12558	67
2984	12563	63
2985	12567	58
2986	12571	54
2987	12575	50
2988	12579	46
2989	12583	42
2990	12587	37
2991	12590	33
2992	12594	29
2993	12598	25
2994	12602	21
2995	12606	16
2996	12610	12
2997	12614	8
2998	12619	4
2999	12623	0
